subset,token,agent,ADE,FDE,L2_1s,L2_2s,L2_3s,L2_4s,MissRate2m_token
lead574,d5407856a57357ce,human_replay,3.376806128185843e-08,1.0408266693822682e-07,9.613035809453466e-09,4.89643824419263e-08,5.545283497171164e-08,1.0408266693822682e-07,0.0
lead574,d5407856a57357ce,ignore_all,8.65492672202831,19.623247295763093,1.8859418870944398,6.1502003567585595,12.324567217197645,19.623247295763093,1.0
lead574,d5407856a57357ce,constant_velocity,3.0615443388272423,6.244610081588533,0.7617629160721328,2.407583811086239,4.4850922718180986,6.244610081588533,1.0
lead574,d5407856a57357ce,timid_creep,2.781710271727215,5.747123147151826,0.6373956479250457,2.158841832244454,4.111981864442882,5.747123147151826,1.0
lead574,d5407856a57357ce,lead_release,0.37966137410980905,0.955817169288952,0.06351870700276072,0.3072848313412423,0.47159046456151543,0.955817169288952,0.0
lead574,e917a198bd9757a4,human_replay,2.7064643263569287e-08,3.273124396908511e-08,1.54590692307629e-08,5.4747292493791496e-08,8.41679845454263e-09,3.273124396908511e-08,0.0
lead574,e917a198bd9757a4,ignore_all,7.784886198650671,17.45760606404918,1.732989646901337,5.6158525421515035,11.08232599141096,17.45760606404918,1.0
lead574,e917a198bd9757a4,constant_velocity,2.1778678641705076,4.030787612077201,0.6082389805253837,1.8690719132831415,3.2262332209901774,4.030787612077201,1.0
lead574,e917a198bd9757a4,timid_creep,3.384052503105583,6.175149222831432,1.1443282081364778,2.941255281109752,4.834500474668576,6.175149222831432,1.0
lead574,e917a198bd9757a4,lead_release,0.5621920730223635,1.4320357447799246,0.16080094884241913,0.42840574434463713,0.6576806676353252,1.4320357447799246,0.0
lead574,260c9a75f6e05785,human_replay,2.0594564246223564e-08,2.917101559545526e-08,5.1229291699475326e-08,6.7272723898477845e-09,6.015480098553825e-09,2.917101559545526e-08,0.0
lead574,260c9a75f6e05785,ignore_all,8.369714299602702,19.312642486305883,1.6887537534293044,5.890783433876274,11.896551348735725,19.312642486305883,1.0
lead574,260c9a75f6e05785,constant_velocity,2.769708009066011,5.910900288422106,0.5642702817825316,2.1461067120833346,4.0489314237996155,5.910900288422106,1.0
lead574,260c9a75f6e05785,timid_creep,3.129058627480602,6.549753395943265,0.7239813137469451,2.4655226980711515,4.528066493621452,6.549753395943265,1.0
lead574,260c9a75f6e05785,lead_release,0.13995242106583983,0.1497109615669403,0.01368894138288824,0.16936603270763934,0.24704465017488433,0.1497109615669403,0.0
lead574,2087ff145dae502d,human_replay,1.8353276164488274e-08,2.6050423737888303e-08,2.8276268215764918e-08,2.8569342808871115e-09,5.672526423776987e-09,2.6050423737888303e-08,0.0
lead574,2087ff145dae502d,ignore_all,7.896915266942625,18.044407982739656,1.7073877677435878,5.664370688614519,11.133294025169057,18.044407982739656,1.0
lead574,2087ff145dae502d,constant_velocity,2.2877516121710486,4.609623386193939,0.5825957684255902,1.9171120942132525,3.2746887148794133,4.609623386193939,1.0
lead574,2087ff145dae502d,timid_creep,3.8161499210632233,7.3268169849236635,1.2618815661479126,3.2756628771060083,5.312563961494834,7.3268169849236635,1.0
lead574,2087ff145dae502d,lead_release,0.05352913971500209,0.13989137805350124,0.01349115950464726,0.058106911524240724,0.03525859608597673,0.13989137805350124,0.0
lead574,a371624958cb52ea,human_replay,1.952922072461132e-08,2.5527988445508918e-08,2.9557206391665448e-08,2.0335189635350067e-08,1.1396945711479677e-08,2.5527988445508918e-08,0.0
lead574,a371624958cb52ea,ignore_all,7.39673447971576,17.278744936098956,1.4532162266012318,5.134194275224073,10.483925120377824,17.278744936098956,1.0
lead574,a371624958cb52ea,constant_velocity,1.78592559096901,3.8379233802529193,0.32835579140865434,1.3864499444343323,2.6233637049051994,3.8379233802529193,1.0
lead574,a371624958cb52ea,timid_creep,3.5528979501603413,6.996924170585928,1.1010703358638878,2.9545773921363763,4.986932675246694,6.996924170585928,1.0
lead574,a371624958cb52ea,lead_release,0.5323258046953733,0.7688709685399584,0.1226751103511304,0.6065889209725837,0.8164120520686738,0.7688709685399584,0.0
lead574,2928cfbed3d15000,human_replay,2.5931918624456734e-08,3.835404082644411e-08,3.7964908621745425e-09,4.3114974503896e-08,3.361785029892232e-08,3.835404082644411e-08,0.0
lead574,2928cfbed3d15000,ignore_all,8.64622277934958,19.971391307882907,1.7353256533031978,6.0431974664447345,12.317348825826004,19.971391307882907,1.0
lead574,2928cfbed3d15000,constant_velocity,3.051879721760763,6.589261655860275,0.6110950702669314,2.3003680612710613,4.4766305252365735,6.589261655860275,1.0
lead574,2928cfbed3d15000,timid_creep,2.8626723690608555,6.25287048656041,0.5269994977790196,2.1321877794171527,4.224339875265951,6.25287048656041,1.0
lead574,2928cfbed3d15000,lead_release,0.2934093235085587,0.4670067326157151,0.10844281264471088,0.3399726211974158,0.3748133031777132,0.4670067326157151,0.0
lead574,c5dfe79ae983556a,human_replay,2.2980241070276483e-08,2.3802633218740128e-08,2.2769717228988016e-08,2.8868724404181997e-08,1.855070101402818e-08,2.3802633218740128e-08,0.0
lead574,c5dfe79ae983556a,ignore_all,8.22180895062485,18.774847817932553,1.72749216741916,5.910462742415788,11.630312526707511,18.774847817932553,1.0
lead574,c5dfe79ae983556a,constant_velocity,2.616604448728478,5.353912910169345,0.6032519768930666,2.164345193719733,3.776231773067818,5.353912910169345,1.0
lead574,c5dfe79ae983556a,timid_creep,3.607316207982274,7.115397231105488,1.043331812559377,3.045002452545891,5.097321538358603,7.115397231105488,1.0
lead574,c5dfe79ae983556a,lead_release,0.07479783410075426,0.17326334253641892,0.03441868110876129,0.0468102982349187,0.08300569686629511,0.17326334253641892,0.0
lead574,c8df3a922f9d5550,human_replay,1.1101250823289393e-08,9.219646975177039e-09,5.940911903471036e-09,1.3840023482217926e-08,6.739174665444607e-09,9.219646975177039e-09,0.0
lead574,c8df3a922f9d5550,ignore_all,7.677126747643461,17.403364386935635,1.7843485973195736,5.554020622418264,10.751300318617533,17.403364386935635,1.0
lead574,c8df3a922f9d5550,constant_velocity,2.064579059824119,3.9555433798620263,0.6597947375049156,1.8059110751285132,2.8886400059247848,3.9555433798620263,1.0
lead574,c8df3a922f9d5550,timid_creep,4.094537435369529,7.640708982880492,1.507368424764396,3.5994892373698057,5.628021251625731,7.640708982880492,1.0
lead574,c8df3a922f9d5550,lead_release,0.10781804433072933,0.23974932694821485,0.03879981010417788,0.06245462717015762,0.14705865644486446,0.23974932694821485,0.0
lead574,dd9b1479609c5c59,human_replay,2.0895688789918344e-07,3.522111320714799e-07,2.267406884840127e-07,7.840223230126121e-08,2.2582019485295345e-07,3.522111320714799e-07,0.0
lead574,dd9b1479609c5c59,ignore_all,5.845001037214896,14.35276015217416,1.0921638697123262,3.7448246604178292,8.188062417579959,14.35276015217416,1.0
lead574,dd9b1479609c5c59,constant_velocity,2.387110125442046,5.959190500957744,0.33411615203875483,1.4963496290486875,3.421313402804753,5.959190500957744,1.0
lead574,dd9b1479609c5c59,timid_creep,5.200090677864576,10.347393146931775,1.6059770075686393,4.344912689049157,7.266068300075491,10.347393146931775,1.0
lead574,dd9b1479609c5c59,lead_release,0.8874212884330609,1.9318757232114765,0.16779118672071913,0.6906599825613368,1.2859888276252285,1.9318757232114765,0.0
lead574,8d83f07bed9d5f6a,human_replay,3.479480311375462e-08,5.392409078287689e-08,2.7715139788829904e-08,5.0026611360385e-08,2.237281229705845e-08,5.392409078287689e-08,0.0
lead574,8d83f07bed9d5f6a,ignore_all,8.108871870744865,18.616786620542147,1.6822481526674127,5.750618651839728,11.495351146379278,18.616786620542147,1.0
lead574,8d83f07bed9d5f6a,constant_velocity,2.504140225930479,5.198245889673841,0.5576154773185512,2.004484999563344,3.641973724900115,5.198245889673841,1.0
lead574,8d83f07bed9d5f6a,timid_creep,3.406715580530929,6.802856259576524,0.9587399356563113,2.8067863882063575,4.845431239341399,6.802856259576524,1.0
lead574,8d83f07bed9d5f6a,lead_release,0.12848490807272922,0.31700820429771887,0.030255735894555467,0.08267582874208562,0.16626365404167923,0.31700820429771887,0.0
lead574,8d9d0d3caa9b5905,human_replay,4.073437726705559e-08,3.7991925988574184e-08,5.634131148700667e-08,5.185711127011981e-09,5.947457086906345e-08,3.7991925988574184e-08,0.0
lead574,8d9d0d3caa9b5905,ignore_all,7.992660536119717,18.746242916187228,1.5464537703221228,5.467386222789714,11.37743042893728,18.746242916187228,1.0
lead574,8d9d0d3caa9b5905,constant_velocity,2.3919249789243304,5.34123760392265,0.42275126221101705,1.7224635523848795,3.528646583013597,5.34123760392265,1.0
lead574,8d9d0d3caa9b5905,timid_creep,2.849205685812051,6.1543531951913275,0.6256589551594597,2.1289929619397316,4.1384815097500285,6.1543531951913275,1.0
lead574,8d9d0d3caa9b5905,lead_release,0.0706049642617238,0.16124405514838974,0.062484133859851895,0.038544075043592675,0.0602615892539453,0.16124405514838974,0.0
lead574,aa4430320c3151e3,human_replay,3.1043845784695726e-08,4.6589800224000945e-08,1.74928043572828e-09,4.5279272233190445e-08,3.219526920277005e-08,4.6589800224000945e-08,0.0
