token,log_name,score_route,valid_route,score_human,valid_human,valid_trajectory,finite_pose_count,ego_speed_mps,route_points_seen,route_roadblocks_seen,proposal_end_displacement_m,proposal_path_length_m,proposal_max_step_m,proposal_max_abs_curvature_proxy,mean_lateral_distance_to_route_m,max_lateral_distance_to_route_m,endpoint_distance_to_route_m,mean_heading_error_to_route_deg,max_heading_error_to_route_deg,forward_arc_progress_m,route_continuity_max_gap_m,actor_inputs_seen,logged_future_accessed,stock_score,twosided_score,fallback_score,high574_flag,visual_stratum,route_heading_change_0_60m_deg,input_boundary_verdict,error,route_tail_ge_4m
025b657634505df3,2021.05.25.14.16.10_veh-35_01100_01664,0.8571428571428571,True,0.8571428571428571,True,True,8,11.077367571681595,104,22,51.216271713970514,46.0406155338538,7.00255877235226,0.0214432989131116,8.020885873103111,26.43379007611373,26.43379007611373,0.0359997911636743,0.115425785500464,19.611424488697622,0.250976114934322,0,0,0.8571428571428571,0.0,0.0,0,,17.41282053157513,PASS,,True
44062179c5b350bc,2021.05.25.14.16.10_veh-35_01100_01664,0.8571428571428571,True,0.8571428571428571,True,True,8,10.13988026531441,167,22,47.64148625045166,44.01483825767834,6.820609231487298,0.0214437209296133,1.0799426391785183,7.730074470080007,7.730074470080007,0.0559239832507525,0.1865419053131867,36.30210295264513,0.7561583519931685,0,0,0.8571428571428571,0.0,0.0,0,,36.74986385448021,PASS,,True
74a8e53c9a6f50a3,2021.05.25.14.16.10_veh-35_01100_01664,0.8571428571428571,True,0.8571428571428571,True,True,8,10.504655915441765,147,22,49.01571406328526,44.824389323626825,6.894849360988581,0.0214443905771604,2.6429054409288235,13.900517757480946,13.900517757480946,0.0647352467356014,0.2769022805224775,30.937053465386136,0.5615999912200345,0,0,0.8571428571428571,0.0,0.0,0,,30.611120028041835,PASS,,True
87751a071a7e50a4,2021.05.25.14.16.10_veh-35_01100_01664,0.8571428571428571,True,0.8571428571428571,True,True,8,10.846611032326043,126,22,50.26001449963695,45.55806331825755,6.960430502245712,0.0214439221519714,4.981329821615658,20.205741822775607,20.205741822775607,0.0842341726235623,0.3037303167768317,25.36125520197693,0.3944422494836986,0,0,0.8571428571428571,0.0,0.0,0,,24.165439032576085,PASS,,True
16a40c5db95c5467,2021.05.25.14.16.10_veh-35_02482_02649,0.8571428571428571,True,0.8571428571428571,True,True,8,11.44103381935064,32,22,51.80139049678966,46.77593687167225,7.065586847173232,0.0021791046891405,21.168136666196183,44.81857095775908,44.81857095775908,0.0138416681255532,0.1107333369673423,1.9574159357005687,0.4708709784120787,0,0,0.8571428571428571,0.0,0.0,0,,1.986865380959231,PASS,,True
317f5b44a4615e30,2021.05.25.14.16.10_veh-35_02482_02649,0.8571428571428571,True,0.8571428571428571,True,True,8,10.450724373395838,118,22,48.94830611487191,44.71181994097659,6.88415745745625,0.0214420236738867,5.227028472632132,20.64694168617932,20.64694168617932,0.0411249867473213,0.1434996336513852,24.073325761796355,0.9227361364386972,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,21.70994123063107,PASS,,True
63266bfd8e1f5f15,2021.05.25.14.16.10_veh-35_02482_02649,0.25,True,0.8571428571428571,True,True,8,9.744258508839453,157,22,46.30752377751281,43.11143609820493,6.734934098161249,0.0214429954572168,1.2761763432450812,8.472171893657313,8.472171893657313,0.1040364550233982,0.2796499577773459,34.65481077282898,1.42257665725658,0,0,0.25,0.0,0.0,0,,33.680492106285136,PASS,,True
6507522e38405857,2021.05.25.14.16.10_veh-35_02482_02649,0.8571428571428571,True,0.8571428571428571,True,True,8,10.188198133010632,138,22,47.83838863284654,44.12806597067201,6.830703795092484,0.0214426574009167,2.9411696230469038,14.628129219987992,14.628129219987992,0.0699036633502881,0.2846821575771947,29.512346673140375,1.2390493270035716,0,0,0.8571428571428571,0.0,0.0,0,,27.848685800860427,PASS,,True
013fbdcd9db35b43,2021.05.25.14.24.08_veh-25_04059_04203,0.8571428571428571,True,0.8571428571428571,True,True,8,3.865920570665422,68,38,24.89059381956873,26.25617962731637,4.790430882438302,0.0923767628569773,2.2070224734465507,10.56648963937879,10.56648963937879,0.1843894749308248,0.8106883519421393,15.715039772821802,1.7342961396397352,0,0,0.8571428571428571,0.5,0.5,0,,48.41081412647779,PASS,,True
0c86ab0f851559e8,2021.05.25.14.24.08_veh-25_04059_04203,0.8571428571428571,True,0.8571428571428571,True,True,8,3.757000358599646,39,38,27.195865270008923,25.84423449158434,4.743563705154959,0.1701597754035944,4.97452272180642,16.731258737185648,16.731258737185648,9.86037001065507,78.64047644536839,9.191863807672648,2.349447905635913,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,27.487204350060303,PASS,,True
13bae3f5ab31581d,2021.05.25.14.24.08_veh-25_04059_04203,0.8571428571428571,True,0.0,True,True,8,3.840625830293831,45,38,27.569369163280214,26.02956395997455,4.779574602875788,0.1031431066649187,4.287555539929935,15.412817599428973,15.412817599428973,8.899101347693346,68.96746915110845,10.785577527490338,2.5506338880536026,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,,28.54170797762166,PASS,,True
1ad3e9d726b35d0e,2021.05.25.14.24.08_veh-25_04059_04203,0.8571428571428571,True,0.8571428571428571,True,True,8,3.850448096662752,25,38,25.984572967595398,26.230684671506538,4.783792550299802,4.902888859096631e-09,7.434671347668766,20.748721552358223,20.748721552358223,3.196464770146602e-07,4.109002611859509e-07,5.481963119148304,2.1364322078689924,0,0,0.8571428571428571,0.0,0.0,0,,12.55217989818523,PASS,,True
